(54,50,146)
(57,49,146)
(58,47,145)
(57,41,137)
(52,36,132)
(57,46,143)
(54,46,143)
(54,49,148)
(54,52,151)
(55,54,153)
(54,52,151)
(54,47,151)
(54,44,148)
(58,46,146)
(60,46,146)
(62,44,143)
(58,42,138)
(57,46,137)
(57,52,140)
(54,54,140)
(54,50,134)
(63,49,130)
(65,44,127)
(63,42,126)
(66,46,132)
(65,46,138)
(58,46,142)
(58,46,142)
(58,47,145)
(54,46,143)
(49,42,137)
(46,39,134)
(44,39,129)
(46,42,126)
(46,44,124)
(47,42,122)
(47,42,116)
(54,44,110)
(50,41,97)
(44,36,86)
(39,34,76)
(41,38,70)
(42,39,70)
(44,39,65)
(41,36,62)
(50,41,68)
(47,38,65)
(39,30,57)
(33,28,49)
(33,28,42)
(34,28,41)
(41,34,44)
(46,39,47)
(34,31,41)
(28,28,34)
(28,28,33)
(28,28,30)
(31,28,30)
(31,28,30)
(34,28,30)
(39,31,34)
(44,34,42)
(42,31,42)
(41,28,44)
(39,28,49)
(39,30,57)
(44,33,66)
(44,34,71)
(42,36,76)
(42,38,79)
(41,39,81)
(42,39,74)
(36,36,65)
(33,33,55)
(34,33,49)
(33,30,39)
(28,28,33)
(31,28,30)
(33,28,31)
(33,28,31)
(34,28,36)
(34,28,38)
(36,28,42)
(38,31,49)
(41,34,52)
(33,30,49)
(39,36,55)
(42,39,58)
(41,38,57)
(38,30,54)
(34,28,52)
(44,30,62)
(52,38,71)
(57,39,81)
(57,38,82)
(52,34,86)
(55,38,90)
(55,38,98)
(57,39,103)
(57,38,105)
(57,38,105)
(54,33,103)
(57,36,106)
(62,41,114)
(58,39,116)
(55,38,118)
(54,38,122)
(54,39,129)
(54,41,137)
(55,44,142)
(49,41,140)
(39,33,137)
(33,31,134)
(38,34,140)
(44,42,148)
(54,52,158)
(52,63,164)
(46,78,169)
(55,100,186)
(68,114,196)
(65,111,193)
(50,98,177)
(44,92,167)
(52,97,172)
(58,105,177)
(70,111,185)
(82,126,196)
(87,134,204)
(82,129,201)
(70,119,191)
(60,116,186)
(60,116,186)
(58,114,185)
(62,111,183)
(65,111,183)
(63,116,188)
(60,119,190)
(54,116,186)
(50,113,183)
(57,116,186)
(66,122,193)
(71,119,194)
(79,121,196)
(84,119,196)
(92,119,198)
(94,121,199)
(97,121,199)
(90,118,196)
(86,116,198)
(74,111,191)
(76,116,196)
(79,116,196)
(78,113,190)
(79,111,186)
(79,113,185)
(79,110,178)
(74,105,174)
(78,108,177)
(74,110,177)
(74,113,180)
(74,114,182)
(73,116,186)
(71,118,188)
(73,119,190)
(78,121,191)
(102,132,204)
(100,130,202)
(94,132,206)
(95,135,206)
(103,132,207)
(111,132,206)
(121,134,209)
(124,142,212)
(111,145,217)
(100,140,207)
(98,132,204)
(97,127,196)
(103,124,194)
(100,126,193)
(89,127,194)
(87,127,194)
(100,126,201)
(103,127,206)
(95,134,207)
(86,137,206)
(76,134,198)
(76,137,193)
(87,138,196)
(98,140,198)
(116,142,201)
(124,138,199)
(127,134,199)
(127,134,199)
(126,137,206)
(121,138,209)
(113,138,212)
(108,138,210)
(113,134,204)
(111,137,206)
(95,140,206)
(89,138,201)
(92,132,196)
(98,132,193)
(106,137,198)
(105,142,202)
(86,140,198)
(79,138,199)
(89,137,202)
(100,138,206)
(113,134,207)
(111,132,206)
(97,134,207)
(102,138,212)
(116,140,214)
(119,129,201)
(116,121,193)
(116,121,193)
(113,122,194)
(105,126,196)
(92,130,198)
(89,134,199)
(89,129,196)
(98,126,194)
(114,124,193)
(127,124,191)
(130,129,193)
(126,129,193)
(113,132,190)
(106,130,183)
(124,134,190)
(111,135,188)
(84,140,194)
(71,138,198)
(68,129,196)
(70,116,188)
(86,108,185)
(97,110,185)
(108,126,196)
(110,132,199)
(114,140,199)
(118,140,198)
(126,140,201)
(124,138,199)
(108,134,193)
(94,124,185)
(89,121,186)
(97,126,191)
(103,129,196)
(114,134,201)
(130,135,206)
(137,135,206)
(134,126,198)
(127,116,188)
(130,119,191)
(137,126,198)
(137,132,204)
(129,134,204)
(124,137,201)
(119,138,202)
(113,140,202)
(108,137,202)
(106,135,210)
(90,126,202)
(84,121,198)
(94,126,201)
(118,127,202)
(129,124,198)
(135,122,198)
(134,129,201)
(113,135,202)
(95,129,190)
(86,119,180)
(94,121,183)
(119,132,196)
(134,143,209)
(130,154,217)
(127,156,222)
(130,158,226)
(122,158,225)
(111,158,220)
(110,151,215)
(119,143,206)
(119,132,196)
(110,121,183)
(94,114,175)
(89,134,190)
(74,130,185)
(79,124,180)
(97,126,185)
(129,130,201)
(145,140,212)
(148,146,217)
(146,150,215)
(140,138,206)
(137,135,199)
(135,132,199)
(140,137,204)
(138,142,207)
(127,137,202)
(111,130,198)
(100,129,194)
(87,122,188)
(92,132,196)
(103,135,201)
(113,132,196)
(124,127,193)
(140,126,194)
(158,127,196)
(162,126,196)
(185,177,255)
(180,175,255)
(177,172,250)
(172,172,249)
(166,174,246)
(151,177,246)
(132,182,244)
(134,180,242)
(158,167,236)
(169,170,241)
(159,178,246)
(156,182,249)
(154,180,249)
(156,177,247)
(159,172,247)
(162,172,244)
(166,175,244)
(166,175,241)
(166,177,246)
(166,180,249)
(164,182,252)
(159,180,250)
(153,177,250)
(148,174,247)
(150,180,252)
(145,178,250)
(146,177,246)
(146,177,246)
(148,178,247)
(146,178,244)
(143,175,241)
(145,170,238)
(166,174,246)
(175,170,249)
(177,172,246)
(175,170,244)
(174,169,241)
(174,169,241)
(172,170,238)
(172,172,236)
(175,178,242)
(172,180,242)
(172,182,241)
(169,182,241)
(167,182,242)
(167,182,242)
(164,182,242)
(151,182,242)
(130,186,250)
(124,186,249)
(135,185,247)
(146,183,244)
(158,182,244)
(156,177,238)
(151,177,234)
(150,180,236)
(151,182,238)
(154,180,238)
(162,180,241)
(167,182,242)
(169,180,249)
(169,180,249)
(162,177,247)
(162,172,244)
(175,170,242)
(177,169,241)
(169,170,241)
(161,172,241)
(148,166,236)
(134,162,228)
(119,164,230)
(127,167,234)
(148,162,233)
(166,161,234)
(177,161,236)
(164,159,238)
(132,162,234)
(122,159,231)
(138,159,233)
(150,159,234)
(146,156,228)
(156,161,231)
(161,159,230)
(158,151,217)
(159,150,215)
(167,154,218)
(161,153,215)
(146,145,209)
(138,143,214)
(130,140,212)
(121,138,209)
(116,137,207)
(121,140,207)
(127,143,207)
(134,145,207)
(137,145,207)
(138,138,215)
(143,142,222)
(145,145,222)
(140,145,217)
(138,145,210)
(135,146,209)
(130,145,204)
(124,138,198)
(126,140,199)
(122,137,198)
(105,114,183)
(82,82,156)
(68,60,142)
(70,52,142)
(70,46,138)
(74,39,132)
(86,49,132)
(84,49,126)
(74,46,121)
(57,41,110)
(46,38,100)
(41,38,95)
(41,39,90)
(47,44,92)
(47,38,87)
(54,38,86)
(62,38,87)
(63,39,89)
(63,39,89)
(58,39,87)
(47,34,82)
(44,31,79)
(46,30,78)
(54,39,82)
(55,46,86)
(47,42,78)
(41,36,71)
(41,36,71)
(49,38,81)
(57,36,87)
(63,34,94)
(68,33,100)
(73,34,102)
(76,38,102)
(78,42,98)
(73,44,90)
(63,41,79)
(62,38,71)
(84,46,84)
(92,50,89)
(94,55,94)
(84,52,89)
(70,44,82)
(58,36,74)
(52,34,76)
(50,36,78)
(55,46,82)
(57,47,84)
(57,46,79)
(50,39,73)
(50,36,68)
(55,38,70)
(55,36,68)
(50,31,66)
(39,31,74)
(42,34,84)
(54,39,92)
(66,42,103)
(79,46,118)
(86,50,129)
(86,52,140)
(81,54,145)
(71,47,145)
(65,47,146)
(60,49,146)
(57,49,146)
(60,49,146)
(57,44,140)
(57,38,134)
(49,33,129)
(54,44,138)
(50,47,143)
(54,50,146)
(52,50,150)
(49,50,148)
(49,50,148)
(50,49,148)
(55,50,150)
(62,49,150)
(63,50,148)
(62,49,145)
(60,49,140)
(58,49,140)
(58,54,142)
(57,57,143)
(58,55,138)
(65,50,132)
(62,42,126)
(60,39,126)
(60,44,129)
(60,46,137)
(58,46,142)
(58,49,143)
(63,52,150)
(55,47,145)
(50,44,138)
(44,38,132)
(44,39,129)
(49,46,129)
(52,50,130)
(55,50,130)
(54,49,122)
(54,42,111)
(50,38,102)
(46,36,92)
(41,33,82)
(41,34,74)
(39,34,70)
(41,33,66)
(39,31,65)
(52,41,74)
(49,38,71)
(46,34,68)
(39,30,60)
(39,28,54)
(41,30,50)
(44,34,52)
(46,41,55)
(36,34,49)
(30,30,39)
(30,28,36)
(30,28,34)
(31,28,33)
(31,28,30)
(36,28,31)
(41,33,36)
(46,36,44)
(42,31,42)
(38,30,44)
(38,28,47)
(39,30,57)
(44,34,65)
(46,38,71)
(44,39,74)
(41,36,76)
(38,38,76)
(39,38,70)
(36,34,60)
(36,31,55)
(33,31,47)
(31,28,38)
(28,28,30)
(31,28,30)
(31,28,30)
(33,28,31)
(33,28,31)
(34,28,36)
(36,30,39)
(36,31,46)
(39,33,50)
(34,33,49)
(38,34,54)
(41,38,57)
(39,36,55)
(38,30,54)
(38,30,54)
(44,31,58)
(47,33,65)
(55,39,76)
(55,38,79)
(54,38,86)
(57,39,90)
(62,42,100)
(58,41,102)
(58,41,105)
(55,36,103)
(52,36,105)
(55,39,108)
(58,39,116)
(58,42,118)
(57,38,121)
(55,39,124)
(58,41,130)
(60,44,140)
(60,47,145)
(55,42,143)
(46,36,140)
(38,36,138)
(39,38,143)
(44,47,151)
(52,55,159)
(49,63,164)
(42,71,166)
(52,90,183)
(65,108,198)
(62,113,198)
(50,102,186)
(41,94,174)
(39,90,169)
(46,94,169)
(62,103,178)
(78,116,190)
(89,127,201)
(86,127,201)
(74,124,196)
(66,122,193)
(58,121,193)
(54,119,191)
(62,118,188)
(57,113,183)
(55,111,182)
(57,113,183)
(60,116,186)
